ID	Category	DayOfWeek	Month	Hour
150188087	ROBBERY	Sunday	March	9PM
150188770	ROBBERY	Saturday	February	3AM
150190026	ROBBERY	Saturday	February	12AM
150190173	ROBBERY	Friday	February	3PM
150190474	ROBBERY	Monday	March	11AM
150190963	ROBBERY	Monday	March	7PM
150191068	ROBBERY	Monday	March	7PM
150191159	ROBBERY	Monday	March	8PM
150191228	ROBBERY	Monday	March	8PM
150191660	ROBBERY	Monday	March	10PM
150191864	ROBBERY	Tuesday	March	1AM
150191905	ROBBERY	Tuesday	March	2AM
150191927	ROBBERY	Tuesday	March	3AM
150192044	ROBBERY	Tuesday	March	7AM
150193105	ROBBERY	Tuesday	March	12PM
150193387	ROBBERY	Tuesday	March	2PM
150194294	ROBBERY	Tuesday	March	7PM
150194755	ROBBERY	Tuesday	March	9PM
150194965	ROBBERY	Tuesday	March	10PM
150194993	ROBBERY	Tuesday	March	11PM
150195101	ROBBERY	Tuesday	March	8PM
150195220	ROBBERY	Wednesday	March	4AM
150196422	ROBBERY	Wednesday	March	1PM
150196466	ROBBERY	Tuesday	March	1PM
150196557	ROBBERY	Wednesday	March	2PM
150197107	ROBBERY	Wednesday	March	4PM
150197113	ROBBERY	Wednesday	March	5PM
150197624	ROBBERY	Wednesday	March	5PM
150197680	ROBBERY	Wednesday	March	7PM
150197903	ROBBERY	Wednesday	March	9PM
150198321	ROBBERY	Wednesday	March	11PM
150198503	ROBBERY	Thursday	March	1AM
150199006	ROBBERY	Thursday	March	9AM
150199238	ROBBERY	Saturday	February	11AM
150199818	ROBBERY	Thursday	March	1PM
150200368	ROBBERY	Thursday	March	2PM
150200512	ROBBERY	Thursday	March	4PM
150200926	ROBBERY	Tuesday	March	10PM
150201190	ROBBERY	Thursday	March	8PM
150201219	ROBBERY	Thursday	March	8PM
150201344	ROBBERY	Thursday	March	9PM
150201407	ROBBERY	Thursday	March	7PM
150201708	ROBBERY	Friday	March	12AM
150201736	ROBBERY	Friday	March	12AM
150202079	ROBBERY	Friday	March	2AM
150202825	ROBBERY	Friday	March	8AM
150202922	ROBBERY	Friday	March	12PM
150203613	ROBBERY	Friday	March	4PM
150203895	ROBBERY	Friday	March	6PM
150204150	ROBBERY	Friday	March	8PM
150204398	ROBBERY	Friday	March	9PM
150204417	ROBBERY	Friday	March	10PM
150204467	ROBBERY	Friday	March	10PM
150204633	ROBBERY	Friday	March	10PM
150204718	ROBBERY	Saturday	March	12AM
150204928	ROBBERY	Saturday	March	2AM
150205114	ROBBERY	Saturday	March	3AM
150205192	ROBBERY	Saturday	March	5AM
150205211	ROBBERY	Saturday	March	5AM
150205590	ROBBERY	Saturday	March	10AM
150205619	ROBBERY	Saturday	March	10AM
150205681	ROBBERY	Saturday	March	10AM
150206899	ROBBERY	Saturday	March	6PM
150206918	ROBBERY	Saturday	March	6PM
150207154	ROBBERY	Saturday	March	9PM
150207740	ROBBERY	Sunday	March	3AM
150208168	ROBBERY	Saturday	March	10PM
150208845	ROBBERY	Sunday	March	2PM
150209257	ROBBERY	Sunday	March	11AM
150209376	ROBBERY	Sunday	March	5PM
150209542	ROBBERY	Monday	February	5AM
150209558	ROBBERY	Sunday	March	6PM
150209956	ROBBERY	Sunday	March	9PM
150210420	ROBBERY	Monday	March	12AM
150210743	ROBBERY	Monday	March	6AM
150211876	ROBBERY	Monday	March	1PM
150212200	ROBBERY	Monday	March	2PM
150212545	ROBBERY	Monday	March	4PM
150213775	ROBBERY	Monday	March	10PM
150213979	ROBBERY	Monday	March	10PM
150214121	ROBBERY	Tuesday	March	1AM
150215157	ROBBERY	Monday	March	11PM
150215163	ROBBERY	Tuesday	March	1PM
150216092	ROBBERY	Tuesday	March	5PM
150216252	ROBBERY	Tuesday	March	6PM
150216296	ROBBERY	Tuesday	March	6PM
150216729	ROBBERY	Tuesday	March	9PM
150216848	ROBBERY	Tuesday	March	10PM
150216973	ROBBERY	Tuesday	March	11PM
150217169	ROBBERY	Wednesday	March	2AM
150217313	ROBBERY	Wednesday	March	6AM
150217755	ROBBERY	Tuesday	March	8PM
150218684	ROBBERY	Wednesday	March	2PM
150219165	ROBBERY	Tuesday	March	11PM
150219171	ROBBERY	Wednesday	March	4PM
150219187	ROBBERY	Wednesday	March	3PM
150219331	ROBBERY	Wednesday	March	5PM
150219745	ROBBERY	Wednesday	March	7PM
150220021	ROBBERY	Wednesday	March	10PM
150220128	ROBBERY	Wednesday	March	11PM
150220253	ROBBERY	Thursday	March	1AM
150220388	ROBBERY	Thursday	March	3AM
150220504	ROBBERY	Thursday	March	6AM
150220855	ROBBERY	Wednesday	March	3PM
150221091	ROBBERY	Tuesday	March	3PM
150221289	ROBBERY	Thursday	March	11AM
150221433	ROBBERY	Thursday	March	11AM
150221825	ROBBERY	Thursday	March	2PM
150222033	ROBBERY	Thursday	March	3AM
150223213	ROBBERY	Thursday	March	9PM
150223229	ROBBERY	Thursday	March	9PM
150223235	ROBBERY	Thursday	March	9PM
150223304	ROBBERY	Thursday	March	8PM
150223677	ROBBERY	Friday	March	2AM
150223837	ROBBERY	Friday	March	7AM
150224352	ROBBERY	Friday	March	10AM
150225106	ROBBERY	Thursday	March	8PM
150225413	ROBBERY	Friday	March	4PM
150225532	ROBBERY	Friday	March	4PM
150225601	ROBBERY	Friday	March	12AM
150225667	ROBBERY	Friday	March	1AM
150226063	ROBBERY	Friday	March	7PM
150226364	ROBBERY	Friday	March	5PM
150226483	ROBBERY	Friday	March	9PM
150226518	ROBBERY	Friday	March	10PM
150226524	ROBBERY	Friday	March	10PM
150226637	ROBBERY	Friday	March	11PM
150226916	ROBBERY	Saturday	March	1AM
150227271	ROBBERY	Saturday	March	6AM
150227362	ROBBERY	Saturday	March	7AM
150227497	ROBBERY	Saturday	March	9AM
150227641	ROBBERY	Saturday	March	10AM
150228047	ROBBERY	Saturday	March	1PM
150228445	ROBBERY	Saturday	March	4PM
150228451	ROBBERY	Saturday	March	4PM
150228984	ROBBERY	Saturday	March	5PM
150229186	ROBBERY	Sunday	March	8PM
150229211	ROBBERY	Saturday	March	7PM
150229352	ROBBERY	Saturday	March	8PM
150229584	ROBBERY	Saturday	March	8PM
150229932	ROBBERY	Saturday	March	12AM
150229998	ROBBERY	Sunday	March	12AM
150230149	ROBBERY	Friday	February	10PM
150230309	ROBBERY	Sunday	March	3AM
150230359	ROBBERY	Sunday	March	3AM
150230393	ROBBERY	Sunday	March	3AM
150230478	ROBBERY	Sunday	March	6AM
150230484	ROBBERY	Sunday	March	6AM
150230666	ROBBERY	Sunday	March	8AM
150230848	ROBBERY	Sunday	March	9AM
150230901	ROBBERY	Sunday	March	12AM
150231313	ROBBERY	Sunday	March	12PM
150232383	ROBBERY	Sunday	March	7PM
150232521	ROBBERY	Sunday	March	7PM
150232559	ROBBERY	Saturday	March	9PM
150232606	ROBBERY	Sunday	March	8PM
150232628	ROBBERY	Sunday	March	7PM
150232731	ROBBERY	Sunday	March	9PM
150232747	ROBBERY	Sunday	March	9PM
150232838	ROBBERY	Sunday	March	9PM
150232850	ROBBERY	Sunday	March	9PM
150232935	ROBBERY	Sunday	March	9PM
150233347	ROBBERY	Monday	March	4AM
150233369	ROBBERY	Monday	March	4AM
150233676	ROBBERY	Monday	March	9AM
150233717	ROBBERY	Monday	March	9AM
150234276	ROBBERY	Monday	March	11AM
150234549	ROBBERY	Monday	March	12PM
150234931	ROBBERY	Monday	March	3PM
150235365	ROBBERY	Monday	March	2PM
150235456	ROBBERY	Sunday	March	10PM
150235832	ROBBERY	Sunday	March	8PM
150235945	ROBBERY	Monday	March	8PM
150236181	ROBBERY	Monday	March	9PM
150236244	ROBBERY	Monday	March	10PM
150236391	ROBBERY	Monday	March	11PM
150236551	ROBBERY	Tuesday	March	1AM
150237333	ROBBERY	Sunday	March	2AM
150237559	ROBBERY	Tuesday	March	11AM
150237941	ROBBERY	Tuesday	March	1PM
150239191	ROBBERY	Tuesday	March	7PM
150239298	ROBBERY	Tuesday	March	8PM
150240035	ROBBERY	Wednesday	March	4AM
150240041	ROBBERY	Tuesday	March	5AM
150240110	ROBBERY	Wednesday	March	6AM
150240267	ROBBERY	Wednesday	March	2AM
150240455	ROBBERY	Wednesday	March	11PM
150241629	ROBBERY	Wednesday	March	3PM
150242019	ROBBERY	Wednesday	March	4PM
150242495	ROBBERY	Wednesday	March	8PM
150242859	ROBBERY	Wednesday	March	11PM
150242984	ROBBERY	Thursday	March	1AM
150243039	ROBBERY	Thursday	March	1AM
150243089	ROBBERY	Thursday	March	2AM
150243164	ROBBERY	Thursday	March	4AM
150243841	ROBBERY	Thursday	March	11AM
150244435	ROBBERY	Thursday	March	2PM
150244758	ROBBERY	Saturday	March	2AM
150244770	ROBBERY	Wednesday	March	3PM
150244849	ROBBERY	Thursday	March	4PM
150245148	ROBBERY	Thursday	March	5PM
150245154	ROBBERY	Thursday	March	5PM
150245223	ROBBERY	Thursday	March	5PM
150245427	ROBBERY	Thursday	March	6PM
150245455	ROBBERY	Thursday	March	6PM
150245499	ROBBERY	Thursday	March	4PM
150245831	ROBBERY	Thursday	March	9PM
150245875	ROBBERY	Thursday	March	9PM
150246221	ROBBERY	Friday	March	12AM
150246782	ROBBERY	Friday	March	9AM
150246851	ROBBERY	Friday	March	9AM
150247116	ROBBERY	Tuesday	March	1AM
150247263	ROBBERY	Friday	March	10AM
150247536	ROBBERY	Friday	March	1PM
150247746	ROBBERY	Friday	March	6AM
150247934	ROBBERY	Monday	March	7PM
150248261	ROBBERY	Friday	March	4PM
150248421	ROBBERY	Friday	March	4PM
150248578	ROBBERY	Friday	March	6PM
150248744	ROBBERY	Friday	March	7PM
150248750	ROBBERY	Thursday	March	8AM
150248829	ROBBERY	Friday	March	7PM
150248976	ROBBERY	Friday	March	9PM
150249582	ROBBERY	Friday	March	11PM
150249877	ROBBERY	Friday	March	3AM
150249946	ROBBERY	Saturday	March	4AM
150250880	ROBBERY	Saturday	March	2PM
150251082	ROBBERY	Saturday	March	5AM
150251173	ROBBERY	Saturday	March	3PM
150251286	ROBBERY	Saturday	March	4PM
150251690	ROBBERY	Saturday	March	7PM
150251781	ROBBERY	Saturday	March	8PM
150251894	ROBBERY	Saturday	March	7PM
150252319	ROBBERY	Sunday	March	12AM
150252494	ROBBERY	Sunday	March	2AM
150252682	ROBBERY	Sunday	March	1AM
150252961	ROBBERY	Sunday	March	7AM
150253022	ROBBERY	Saturday	March	10PM
150253414	ROBBERY	Friday	March	10PM
150254917	ROBBERY	Sunday	March	9PM
150255379	ROBBERY	Monday	March	12AM
150255595	ROBBERY	Monday	March	6AM
150256048	ROBBERY	Thursday	March	11PM
150256076	ROBBERY	Monday	March	9AM
150256468	ROBBERY	Sunday	March	8PM
150256515	ROBBERY	Monday	March	12PM
150256543	ROBBERY	Saturday	March	12AM
150256565	ROBBERY	Monday	March	12PM
150257369	ROBBERY	Monday	March	4PM
150257632	ROBBERY	Monday	March	5PM
150258232	ROBBERY	Monday	March	8PM
150258652	ROBBERY	Tuesday	March	12AM
150259945	ROBBERY	Tuesday	March	1PM
150260469	ROBBERY	Tuesday	March	3PM
150260679	ROBBERY	Tuesday	March	4PM
150260748	ROBBERY	Tuesday	March	4PM
150260839	ROBBERY	Tuesday	March	4PM
150261451	ROBBERY	Tuesday	March	8PM
150261520	ROBBERY	Tuesday	March	8PM
150261536	ROBBERY	Tuesday	March	8PM
150261564	ROBBERY	Tuesday	March	8PM
150261677	ROBBERY	Tuesday	March	9PM
150262023	ROBBERY	Wednesday	March	12AM
150262067	ROBBERY	Wednesday	March	12AM
150262114	ROBBERY	Wednesday	March	1AM
150262142	ROBBERY	Wednesday	March	2AM
150262283	ROBBERY	Wednesday	March	4AM
150262540	ROBBERY	Wednesday	March	8AM
150262675	ROBBERY	Tuesday	March	8PM
150262904	ROBBERY	Wednesday	March	10AM
150262998	ROBBERY	Tuesday	March	4PM
150263300	ROBBERY	Wednesday	March	11AM
150263491	ROBBERY	Wednesday	March	12PM
150263639	ROBBERY	Thursday	January	11PM
150263714	ROBBERY	Wednesday	March	11AM
150263861	ROBBERY	Wednesday	March	2PM
150263899	ROBBERY	Wednesday	March	2PM
150264160	ROBBERY	Monday	March	4PM
150265180	ROBBERY	Wednesday	March	8PM
150265550	ROBBERY	Wednesday	March	9PM
150265572	ROBBERY	Wednesday	March	11PM
150265704	ROBBERY	Thursday	March	12AM
150265817	ROBBERY	Wednesday	March	7PM
150265823	ROBBERY	Thursday	March	2AM
150266508	ROBBERY	Thursday	March	10AM
150266752	ROBBERY	Thursday	March	12PM
150266780	ROBBERY	Thursday	March	12PM
150266978	ROBBERY	Tuesday	March	12PM
150267233	ROBBERY	Wednesday	March	10PM
150268930	ROBBERY	Thursday	March	10PM
150269245	ROBBERY	Thursday	March	10PM
150269314	ROBBERY	Friday	March	1AM
150270311	ROBBERY	Friday	March	12PM
150270612	ROBBERY	Friday	March	2PM
150271121	ROBBERY	Friday	March	5PM
150271563	ROBBERY	Friday	March	7PM
150272260	ROBBERY	Friday	March	8PM
150272505	ROBBERY	Saturday	March	1AM
150272511	ROBBERY	Saturday	March	1AM
150272533	ROBBERY	Saturday	March	1AM
150272624	ROBBERY	Saturday	March	2AM
150272715	ROBBERY	Saturday	March	2AM
150272834	ROBBERY	Saturday	March	4AM
150274078	ROBBERY	Saturday	March	2PM
150274636	ROBBERY	Saturday	March	6PM
150274880	ROBBERY	Saturday	March	7PM
150275634	ROBBERY	Saturday	March	11PM
150275781	ROBBERY	Sunday	March	2AM
150275894	ROBBERY	Sunday	March	2AM
150276488	ROBBERY	Sunday	March	11AM
150277022	ROBBERY	Wednesday	March	4PM
150277141	ROBBERY	Monday	March	2AM
150277765	ROBBERY	Sunday	March	10PM
150278393	ROBBERY	Sunday	March	11PM
150278713	ROBBERY	Monday	March	7AM
150278779	ROBBERY	Friday	March	2AM
150278848	ROBBERY	Monday	March	9AM
150279216	ROBBERY	Friday	March	8PM
150279517	ROBBERY	Sunday	March	5AM
150279733	ROBBERY	Monday	March	2PM
150279852	ROBBERY	Monday	March	3PM
150280445	ROBBERY	Monday	March	5PM
150280467	ROBBERY	Friday	March	9PM
150280627	ROBBERY	Monday	March	6PM
150280730	ROBBERY	Monday	March	4PM
150281023	ROBBERY	Monday	March	9PM
150281073	ROBBERY	Monday	March	9PM
150281089	ROBBERY	Monday	March	8PM
150281142	ROBBERY	Monday	March	10PM
150281249	ROBBERY	Monday	March	11PM
150281380	ROBBERY	Monday	March	11PM
150281396	ROBBERY	Monday	March	11PM
150281437	ROBBERY	Tuesday	March	12AM
150281443	ROBBERY	Monday	March	10PM
150281675	ROBBERY	Tuesday	March	4AM
150281772	ROBBERY	Tuesday	March	6AM
150282269	ROBBERY	Tuesday	March	10AM
150282526	ROBBERY	Tuesday	March	10AM
150282667	ROBBERY	Tuesday	March	10AM
150282952	ROBBERY	Monday	March	4AM
150283502	ROBBERY	Sunday	March	12AM
150285097	ROBBERY	Wednesday	April	2AM
150285683	ROBBERY	Tuesday	March	3PM
150286471	ROBBERY	Tuesday	March	1PM
150286540	ROBBERY	Wednesday	April	4PM
150286772	ROBBERY	Wednesday	April	5PM
150287491	ROBBERY	Wednesday	April	10PM
150287598	ROBBERY	Wednesday	April	10PM
150287758	ROBBERY	Wednesday	April	10PM
150288988	ROBBERY	Thursday	April	1PM
150289077	ROBBERY	Thursday	April	1PM
150289293	ROBBERY	Thursday	April	2PM
150290450	ROBBERY	Thursday	April	5PM
150290529	ROBBERY	Thursday	April	10PM
150290557	ROBBERY	Thursday	April	9PM
150290808	ROBBERY	Thursday	April	10PM
150291050	ROBBERY	Friday	April	3AM
150291367	ROBBERY	Friday	April	8AM
150291555	ROBBERY	Friday	April	10AM
150292337	ROBBERY	Friday	April	1PM
150292456	ROBBERY	Friday	April	10AM
150292763	ROBBERY	Friday	April	1AM
150292923	ROBBERY	Friday	April	4PM
150294167	ROBBERY	Saturday	April	12AM
150294537	ROBBERY	Saturday	April	2AM
150294565	ROBBERY	Saturday	April	3AM
150294894	ROBBERY	Saturday	April	9AM
150294979	ROBBERY	Saturday	April	8AM
150295751	ROBBERY	Saturday	April	1PM
150295961	ROBBERY	Saturday	April	4PM
150296210	ROBBERY	Saturday	April	5PM
150296323	ROBBERY	Saturday	April	3PM
150296975	ROBBERY	Saturday	April	11PM
150298125	ROBBERY	Sunday	April	1PM
150298410	ROBBERY	Sunday	April	1PM
150298705	ROBBERY	Sunday	April	4PM
150298727	ROBBERY	Sunday	April	3PM
150298874	ROBBERY	Sunday	April	4PM
150299270	ROBBERY	Sunday	April	7PM
150299377	ROBBERY	Sunday	April	9PM
150299399	ROBBERY	Sunday	April	4AM
150299593	ROBBERY	Sunday	April	11PM
150299838	ROBBERY	Monday	April	3AM
150299850	ROBBERY	Monday	April	3AM
150299872	ROBBERY	Monday	April	3AM
150300247	ROBBERY	Monday	April	9AM
150300344	ROBBERY	Friday	March	4PM
150300902	ROBBERY	Thursday	April	7PM
150300952	ROBBERY	Monday	April	1PM
150301386	ROBBERY	Friday	April	2PM
150302356	ROBBERY	Thursday	April	9PM
150302419	ROBBERY	Monday	April	9PM
150302431	ROBBERY	Monday	April	9PM
150302481	ROBBERY	Monday	April	10PM
150302663	ROBBERY	Monday	April	11PM
150302748	ROBBERY	Monday	April	11PM
150302867	ROBBERY	Tuesday	April	12AM
150302920	ROBBERY	Tuesday	April	1AM
150302970	ROBBERY	Tuesday	April	1AM
150303360	ROBBERY	Tuesday	April	8AM
150303677	ROBBERY	Tuesday	April	10AM
150304023	ROBBERY	Tuesday	April	12PM
150304330	ROBBERY	Tuesday	April	1PM
150304722	ROBBERY	Tuesday	April	1AM
150305582	ROBBERY	Tuesday	April	9PM
150305770	ROBBERY	Tuesday	April	11PM
150305811	ROBBERY	Tuesday	April	11PM
150305952	ROBBERY	Wednesday	April	12AM
150306079	ROBBERY	Wednesday	April	12AM
150306132	ROBBERY	Wednesday	April	5AM
150307146	ROBBERY	Sunday	April	9AM
150307334	ROBBERY	Wednesday	April	1PM
150308285	ROBBERY	Wednesday	April	8PM
150308558	ROBBERY	Wednesday	April	9PM
150308564	ROBBERY	Wednesday	April	2AM
150308655	ROBBERY	Wednesday	April	10PM
150308809	ROBBERY	Wednesday	April	10PM
150308865	ROBBERY	Thursday	April	12AM
150309089	ROBBERY	Thursday	April	3AM
150310042	ROBBERY	Thursday	April	12PM
150310359	ROBBERY	Monday	April	2PM
150311056	ROBBERY	Thursday	April	5PM
150311391	ROBBERY	Thursday	April	7PM
150311658	ROBBERY	Thursday	April	9PM
150311711	ROBBERY	Thursday	April	9PM
150311846	ROBBERY	Thursday	April	11PM
150312032	ROBBERY	Friday	April	1AM
150312139	ROBBERY	Friday	April	2AM
150312537	ROBBERY	Thursday	April	10PM
150313381	ROBBERY	Wednesday	April	3AM
150313789	ROBBERY	Friday	April	12PM
150314602	ROBBERY	Friday	April	9PM
150314668	ROBBERY	Friday	April	9PM
150314680	ROBBERY	Friday	April	9PM
150314787	ROBBERY	Friday	April	9PM
150314890	ROBBERY	Friday	April	10PM
150314903	ROBBERY	Saturday	April	12AM
150314919	ROBBERY	Friday	April	9PM
150315177	ROBBERY	Saturday	April	1AM
150315183	ROBBERY	Saturday	April	1AM
150315199	ROBBERY	Saturday	April	1AM
150316755	ROBBERY	Saturday	April	3PM
150317082	ROBBERY	Saturday	April	5PM
150317559	ROBBERY	Saturday	April	8PM
150318137	ROBBERY	Saturday	April	11PM
150318290	ROBBERY	Sunday	April	1AM
150318438	ROBBERY	Sunday	April	3AM
150318745	ROBBERY	Wednesday	April	10PM
150319646	ROBBERY	Sunday	April	3PM
150319787	ROBBERY	Sunday	April	3PM
150320825	ROBBERY	Sunday	April	11PM
150321130	ROBBERY	Monday	April	2AM
150321419	ROBBERY	Sunday	April	8PM
150323089	ROBBERY	Monday	April	2AM
150323114	ROBBERY	Monday	April	10PM
150323324	ROBBERY	Monday	April	6PM
150323487	ROBBERY	Sunday	April	2AM
150323631	ROBBERY	Saturday	April	4PM
150323738	ROBBERY	Monday	April	9AM
150323744	ROBBERY	Monday	April	9PM
150324087	ROBBERY	Monday	April	11PM
150324156	ROBBERY	Monday	April	9PM
150324225	ROBBERY	Monday	April	11PM
150324231	ROBBERY	Monday	April	11PM
150324300	ROBBERY	Tuesday	April	12AM
150324316	ROBBERY	Tuesday	April	1AM
150324601	ROBBERY	Tuesday	April	8AM
150325245	ROBBERY	Tuesday	April	10AM
150325273	ROBBERY	Monday	April	3PM
150325449	ROBBERY	Friday	April	3PM
150326130	ROBBERY	Tuesday	April	3PM
150326152	ROBBERY	Tuesday	April	2PM
150326873	ROBBERY	Tuesday	April	7PM
150327423	ROBBERY	Wednesday	April	11PM
150327439	ROBBERY	Tuesday	April	11PM
150327467	ROBBERY	Tuesday	April	11PM
150327514	ROBBERY	Wednesday	April	12AM
150327586	ROBBERY	Wednesday	April	1AM
150327699	ROBBERY	Wednesday	April	3AM
150328095	ROBBERY	Monday	February	8PM
150328170	ROBBERY	Tuesday	April	2AM
150328192	ROBBERY	Wednesday	April	10AM
150328697	ROBBERY	Friday	April	4PM
150328857	ROBBERY	Wednesday	April	1PM
150329883	ROBBERY	Wednesday	April	5PM
150330498	ROBBERY	Wednesday	April	11PM
150330642	ROBBERY	Thursday	April	1AM
150330664	ROBBERY	Thursday	April	2AM
150330686	ROBBERY	Thursday	April	2AM
150330799	ROBBERY	Thursday	April	4AM
150330830	ROBBERY	Thursday	April	5AM
150330868	ROBBERY	Thursday	April	6AM
150330959	ROBBERY	Thursday	April	7AM
150332977	ROBBERY	Thursday	April	6PM
150333044	ROBBERY	Thursday	April	6PM
150333260	ROBBERY	Thursday	April	7PM
150333276	ROBBERY	Thursday	April	7PM
150333301	ROBBERY	Tuesday	April	12AM
150333878	ROBBERY	Thursday	April	11PM
150334161	ROBBERY	Friday	April	2AM
150335272	ROBBERY	Friday	April	12PM
150335567	ROBBERY	Friday	April	12PM
150335589	ROBBERY	Friday	April	2PM
150335755	ROBBERY	Friday	April	3PM
150335937	ROBBERY	Sunday	April	2PM
150336593	ROBBERY	Friday	April	6PM
150336612	ROBBERY	Friday	April	7PM
150336888	ROBBERY	Friday	April	9PM
150337369	ROBBERY	Friday	April	11PM
150337381	ROBBERY	Saturday	April	12AM
150337557	ROBBERY	Saturday	April	12AM
150337654	ROBBERY	Saturday	April	2AM
150337911	ROBBERY	Saturday	April	7AM
150338016	ROBBERY	Friday	April	11PM
150338549	ROBBERY	Saturday	April	11AM
150339149	ROBBERY	Sunday	April	2PM
150339371	ROBBERY	Saturday	April	5PM
150339440	ROBBERY	Saturday	April	5PM
150339503	ROBBERY	Saturday	April	4PM
150339757	ROBBERY	Saturday	April	8PM
150340011	ROBBERY	Saturday	April	9PM
150340049	ROBBERY	Sunday	April	10PM
150340293	ROBBERY	Saturday	April	11PM
150340403	ROBBERY	Sunday	April	12AM
150340776	ROBBERY	Sunday	April	2AM
150341025	ROBBERY	Sunday	April	3AM
150341451	ROBBERY	Friday	April	9PM
150342001	ROBBERY	Sunday	April	3PM
150342089	ROBBERY	Saturday	April	7PM
150342249	ROBBERY	Sunday	April	4PM
150342255	ROBBERY	Sunday	April	4PM
150342493	ROBBERY	Wednesday	April	5PM
150342750	ROBBERY	Sunday	April	12PM
150342891	ROBBERY	Sunday	April	8PM
150343021	ROBBERY	Sunday	April	10PM
150343043	ROBBERY	Sunday	April	7AM
150343178	ROBBERY	Sunday	April	10PM
150343225	ROBBERY	Sunday	April	11PM
150343316	ROBBERY	Sunday	April	11PM
150343623	ROBBERY	Monday	April	3AM
150343805	ROBBERY	Monday	April	7AM
150344314	ROBBERY	Monday	April	10AM
150344825	ROBBERY	Monday	April	1PM
150344853	ROBBERY	Monday	April	1PM
150345328	ROBBERY	Monday	April	2PM
150345403	ROBBERY	Monday	April	4PM
150345970	ROBBERY	Monday	April	6PM
150346138	ROBBERY	Monday	April	8PM
150346376	ROBBERY	Monday	April	10PM
150346564	ROBBERY	Monday	April	10PM
150346677	ROBBERY	Monday	April	5PM
150347108	ROBBERY	Tuesday	April	9AM
150347158	ROBBERY	Tuesday	April	9AM
150347904	ROBBERY	Tuesday	April	2PM
150348106	ROBBERY	Monday	April	5PM
150348413	ROBBERY	Saturday	April	3PM
150348861	ROBBERY	Tuesday	April	7PM
150349035	ROBBERY	Tuesday	April	8PM
150349085	ROBBERY	Tuesday	April	9PM
150349160	ROBBERY	Tuesday	April	8PM
150349671	ROBBERY	Wednesday	April	12AM
150349922	ROBBERY	Wednesday	April	3AM
150349994	ROBBERY	Wednesday	April	7AM
150350559	ROBBERY	Tuesday	April	10PM
150350593	ROBBERY	Wednesday	April	12AM
150351096	ROBBERY	Wednesday	April	1PM
150351438	ROBBERY	Wednesday	April	3PM
150352470	ROBBERY	Wednesday	April	9PM
150352505	ROBBERY	Wednesday	April	3PM
150353177	ROBBERY	Monday	February	1AM
150353202	ROBBERY	Thursday	April	2AM
150353230	ROBBERY	Thursday	April	2AM
150353280	ROBBERY	Thursday	April	2AM
150353848	ROBBERY	Thursday	April	12AM
150354266	ROBBERY	Thursday	April	12PM
150355236	ROBBERY	Thursday	April	6PM
150356052	ROBBERY	Thursday	April	8PM
150356648	ROBBERY	Wednesday	April	9PM
150357113	ROBBERY	Friday	April	11AM
150357389	ROBBERY	Friday	April	1PM
150357395	ROBBERY	Friday	April	2PM
150357812	ROBBERY	Tuesday	February	4PM
150358105	ROBBERY	Friday	April	6PM
150358183	ROBBERY	Friday	April	6PM
150358202	ROBBERY	Friday	April	12AM
150358315	ROBBERY	Sunday	April	2PM
150358622	ROBBERY	Friday	April	9PM
150358644	ROBBERY	Friday	April	9PM
150358882	ROBBERY	Friday	April	10PM
150359363	ROBBERY	Saturday	April	2AM
150359523	ROBBERY	Saturday	April	7AM
150359733	ROBBERY	Saturday	April	10AM
150360025	ROBBERY	Friday	April	11PM
150360069	ROBBERY	Saturday	April	12PM
150360605	ROBBERY	Saturday	April	2PM
150360768	ROBBERY	Saturday	April	10AM
150361318	ROBBERY	Wednesday	April	3PM
150361324	ROBBERY	Saturday	April	7PM
150361584	ROBBERY	Saturday	April	9PM
150361891	ROBBERY	Saturday	April	11PM
150361948	ROBBERY	Sunday	April	12AM
150362093	ROBBERY	Sunday	April	11PM
150362394	ROBBERY	Sunday	April	4AM
150362673	ROBBERY	Sunday	April	10AM
150363110	ROBBERY	Sunday	April	1PM
150363245	ROBBERY	Sunday	April	1PM
150363427	ROBBERY	Sunday	April	3PM
150363518	ROBBERY	Sunday	April	4PM
150363740	ROBBERY	Sunday	April	5PM
150363847	ROBBERY	Friday	April	1AM
150363875	ROBBERY	Sunday	April	5PM
150364077	ROBBERY	Sunday	April	7PM
150364174	ROBBERY	Sunday	April	7PM
150364469	ROBBERY	Sunday	April	11PM
150364522	ROBBERY	Monday	April	12AM
150364566	ROBBERY	Monday	April	12AM
150364594	ROBBERY	Monday	April	12AM
150364685	ROBBERY	Monday	April	1AM
150365047	ROBBERY	Thursday	April	11AM
150365332	ROBBERY	Monday	April	10AM
150365887	ROBBERY	Monday	April	1PM
150365940	ROBBERY	Monday	April	1PM
150366255	ROBBERY	Monday	April	3PM
150366534	ROBBERY	Monday	April	1PM
150367071	ROBBERY	Monday	April	7PM
150367225	ROBBERY	Tuesday	April	8PM
150367394	ROBBERY	Monday	April	9PM
150367695	ROBBERY	Monday	April	11PM
150367770	ROBBERY	Tuesday	April	12AM
150367792	ROBBERY	Tuesday	April	12AM
150367833	ROBBERY	Monday	April	7PM
150367902	ROBBERY	Tuesday	April	2AM
150368126	ROBBERY	Tuesday	April	5AM
150368405	ROBBERY	Tuesday	April	8AM
150369340	ROBBERY	Tuesday	April	6PM
150369522	ROBBERY	Tuesday	April	2PM
